Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001993,1,0,0,1,0,0.044675325,0.03998368,0.182344428,0.743589744,1,0,1
LP001994,1,0,0,1,0,0.027829314,0.044711642,0.13748191,0.743589744,0,1,0
LP001996,0,0,0,1,0,0.248398268,0,0.681620839,0.743589744,1,0,0
LP001998,0,1,0.666666667,0,0,0.092974644,0,0.254703329,0.743589744,1,0,1
LP002002,1,0,0,1,0,0.034223871,0,0.10853835,0.743589744,1,0.5,1
LP002004,0,0,0,0,0,0.034347557,0.057719538,0.147612156,0.743589744,1,0.5,1
LP002006,1,0,0,1,0,0.029152752,0,0.068017366,0.743589744,1,0,1
LP002008,0,1,0.666666667,1,1,0.069214595,0,0.19536903,0.153846154,1,0,1
LP002024,0,1,0,1,0,0.02873222,0.044231646,0.2170767,0.743589744,1,0,0
LP002031,0,1,0.333333333,0,0,0.040185529,0.039359685,0.147612156,0.358974359,1,1,1
LP002035,0,1,0.666666667,1,0,0.044118738,0,0.160636758,0.743589744,1,0.5,1
LP002036,0,1,0,1,0,0.023599258,0.05121559,0.114327062,0.743589744,1,1,1
LP002043,1,0,0.333333333,1,0,0.041941868,0,0.149059334,0.743589744,1,0.5,1
LP002050,0,1,0.333333333,1,1,0.12183055,0,0.211287988,0.743589744,1,0,0
LP002051,0,1,0,1,0,0.027829314,0.052007584,0.153400868,0.743589744,1,0.5,1
LP002053,0,1,1,1,0,0.051849103,0.004535964,0.16642547,0.743589744,1,0.5,1
LP002054,0,1,0.666666667,0,0,0.042683983,0.038159695,0.198859858,0.743589744,1,0,1
LP002055,1,0,0,1,0,0.037303649,0.071639427,0.178002894,0.743589744,1,0,1
LP002065,0,1,1,1,0,0.183673469,0,0.421128799,0.743589744,1,0,1
LP002067,0,1,0.333333333,1,1,0.10533086,0.119591043,0.531114327,0.743589744,0,0,0
LP002068,0,0,0,1,0,0.058961039,0,0.175108538,0.743589744,0,0,1
LP002082,0,1,0,1,1,0.070105133,0.051839585,0.253256151,0.743589744,1,0.5,1
LP002086,1,1,0,1,0,0.051737786,0.058823529,0.146164978,0.743589744,1,1,0
LP002087,1,0,0,1,0,0.029066172,0,0.083936324,0.743589744,1,1,1
LP002097,0,0,0.333333333,1,0,0.052368584,0.043031656,0.156295224,0.743589744,1,1,1
LP002098,0,0,0,1,0,0.034446506,0,0.128798842,0.743589744,1,0.5,1
LP002100,0,0,0,1,0,0.03318491,0,0.089725036,0.743589744,1,1,1
LP002101,0,1,0,1,0,0.781533704,0,0.696092619,0.358974359,1,1,1
LP002103,0,1,0.333333333,1,1,0.119764997,0.043991648,0.250361795,0.358974359,1,1,1
LP002106,0,1,0,1,1,0.066209029,0.107759138,0.088277858,0.743589744,1,0.5,1
LP002110,0,1,0.333333333,1,0,0.063079777,0.016511868,0.218523878,0.743589744,1,0,1
LP002112,0,1,0.666666667,1,1,0.029066172,0.110399117,0.241678726,0.743589744,1,0,1
LP002113,1,0,1,0,0,0.020779221,0,0.198859858,0.743589744,0,1,0
LP002114,1,0,0,1,0,0.049598021,0,0.089725036,0.743589744,1,0.5,1
LP002115,0,1,1,0,0,0.030884354,0.038087695,0.237337192,0.743589744,1,0,0
LP002116,1,0,0,1,0,0.027557205,0,0.053545586,0.743589744,1,0,0
LP002119,0,1,0.333333333,0,0,0.054471243,0.029495764,0.215629522,0.743589744,1,1,1
LP002126,0,1,1,0,0,0.037390229,0,0.09406657,0.743589744,1,0.5,1
LP002128,0,1,0.666666667,1,0,0.030092764,0.055919553,0.167872648,0.743589744,1,0,1
LP002129,0,1,0,1,0,0.029053803,0.058991528,0.218523878,0.743589744,1,0.5,1
LP002130,0,1,0,0,0,0.041719233,0.07751938,0.206946454,0.743589744,0,0,0
LP002131,0,1,0.666666667,0,0,0.036277056,0.052031584,0.169319826,0.743589744,1,1,1
LP002137,0,1,0,1,0,0.076474954,0.10999112,0.361794501,0.743589744,1,0.5,1
LP002138,0,1,0,1,0,0.030612245,0.1499988,0.257597685,0.743589744,1,0,1
LP002139,0,1,0,1,0,0.110488559,0,0.316931983,0.743589744,1,0.5,1
LP002140,0,0,0,1,0,0.106369821,0.1000072,0.432706223,0.743589744,1,0,0
LP002141,0,1,1,1,0,0.031119357,0.0499916,0.124457308,0.743589744,1,0,1
LP002142,1,1,0,1,1,0.066171923,0,0.138929088,0.743589744,0,0,0
LP002143,1,1,0,1,0,0.028113791,0.012119903,0.175108538,0.743589744,1,0.5,1
LP002144,1,0,0,1,0,0.045306122,0,0.154848046,0.358974359,1,1,1
LP002149,0,1,0.666666667,1,0,0.101212121,0.076007392,0.225759768,0.743589744,1,0,1
LP002151,0,1,0.333333333,1,0,0.046072975,0,0.083936324,0.743589744,1,1,0
LP002158,0,1,0,0,0,0.035250464,0.03998368,0.131693198,1,0,1,0
LP002160,0,1,1,1,0,0.062053185,0.076007392,0.276410999,0.743589744,1,0.5,1
LP002161,1,0,0.333333333,1,0,0.056561534,0,0.104196816,0.743589744,1,0.5,0
LP002170,0,1,0.666666667,1,0,0.059987631,0.088007296,0.328509407,0.743589744,1,0.5,1
LP002175,0,1,0,1,0,0.056895485,0.055991552,0.175108538,0.743589744,1,1,1
LP002178,0,1,0,1,0,0.035411255,0.072791418,0.124457308,0.615384615,1,1,1
LP002180,0,0,0,1,1,0.082523191,0,0.191027496,0.743589744,1,0,1
LP002181,0,0,0,0,0,0.075027829,0,0.179450072,0.743589744,1,0,0
LP002187,0,0,0,1,0,0.029066172,0,0.125904486,1,1,0.5,0
LP002188,0,0,0,1,0,0.061521336,0,0.16642547,0.743589744,0,0,0
LP002190,0,1,0.333333333,1,0,0.076376005,0,0.240231548,0.743589744,1,0.5,1
LP002191,0,1,0,1,0,0.242176871,0.126382989,0.81186686,0.743589744,1,0,0
LP002194,1,0,0,1,1,0.193061224,0,0.066570188,0.743589744,1,0.5,1
LP002197,0,1,0.666666667,1,0,0.062275819,0,0.211287988,0.743589744,1,0.5,1
LP002201,0,1,0.666666667,1,1,0.113457019,0.188950488,0.536903039,0.615384615,1,0,1
LP002205,0,0,0.333333333,1,0,0.036017316,0.047687618,0.147612156,0.358974359,0,1,0
LP002209,1,0,0,1,0,0.032331478,0.03501572,0.146164978,0.743589744,1,1,1
LP002211,0,1,0,1,0,0.057724181,0.022151823,0.160636758,0.358974359,1,1,1
LP002219,0,1,1,1,0,0.106369821,0.119903041,0.175108538,0.743589744,1,0,1
LP002223,0,1,0,1,0,0.051453309,0,0.175108538,0.743589744,1,0.5,1
LP002224,0,0,0,1,0,0.036103896,0,0.089725036,1,1,1,0
LP002225,0,1,0.666666667,1,0,0.064823748,0,0.175108538,0.743589744,1,1,1
LP002226,0,1,0,1,0,0.039369202,0.05999952,0.172214182,0.743589744,1,0.5,1
LP002229,0,0,0,1,0,0.071626469,0.101567187,0.415340087,0.743589744,1,0.5,1
LP002231,1,0,0,1,0,0.072356215,0,0.212735166,0.743589744,1,1,1
LP002234,0,0,0,1,1,0.086790353,0,0.172214182,0.743589744,1,1,1
LP002236,0,1,0.666666667,1,0,0.054619666,0,0.131693198,0.743589744,1,1,0
LP002237,0,0,0.333333333,1,0,0.043500309,0,0.150506512,0.358974359,1,1,1
LP002239,0,0,0,0,0,0.02716141,0.038399693,0.178002894,0.743589744,1,0.5,1
LP002243,0,1,0,0,0,0.03537415,0.075263398,0.198859858,0.743589744,0,1,0
LP002244,0,1,0,1,0,0.027000618,0.058007536,0.183791606,0.743589744,1,1,1
LP002250,0,1,0,1,0,0.0660235,0,0.167872648,0.743589744,1,0,1
LP002255,0,0,1,1,0,0.11152752,0,0.254703329,0.743589744,1,0,1
LP002262,0,1,1,1,0,0.115695733,0,0.384949349,0.743589744,1,0,1
LP002263,0,1,0,1,0,0.030092764,0.050759594,0.160636758,0.743589744,1,1,1
LP002265,0,1,0.666666667,0,0,0.0227953,0.038999688,0.150506512,0.358974359,1,0.5,1
LP002266,0,1,0.666666667,1,0,0.036487322,0.033599731,0.150506512,0.743589744,1,1,1
LP002272,0,1,0.666666667,1,0,0.038664193,0.011615907,0.182344428,0.743589744,1,0.5,1
LP002277,1,0,0,1,0,0.037476809,0,0.089725036,0.743589744,0,1,0
LP002281,0,1,0,1,0,0.035658627,0.03501572,0.124457308,0.743589744,1,1,1
LP002284,0,0,0,0,0,0.046406926,0.03998368,0.1447178,0.743589744,1,0,1
LP002287,1,0,0,1,0,0.016697588,0.043199654,0.136034732,0.743589744,0,0.5,0
LP002288,0,1,0.666666667,0,0,0.033877551,0,0.052098408,0.358974359,0,1,0
LP002296,0,0,0,0,0,0.032220161,0,0.081041968,0.615384615,1,0,0
LP002297,0,0,0,1,0,0.029066172,0.47999616,0.136034732,0.743589744,1,0.5,1
LP002300,1,0,0,0,0,0.022424242,0,0.063675832,0.743589744,1,0.5,1
LP002301,1,0,0,1,1,0.090179344,0,0.267727931,0.743589744,1,0,0
LP002305,1,0,0,1,0,0.054384663,0,0.153400868,0.743589744,1,0.5,1
LP002308,0,1,0,0,0,0.024947434,0.057599539,0.153400868,0.743589744,1,1,1
LP002314,1,0,0,0,0,0.025516388,0,0.082489146,0.743589744,1,0,1
LP002315,0,1,0.333333333,1,0,0.100803958,0,0.206946454,0.615384615,0,0.5,0
LP002317,0,1,1,1,0,1,0,0.507959479,0.743589744,0,0,0
LP002318,1,0,0.333333333,0,1,0.045974026,0,0.076700434,0.743589744,1,0.5,0
LP002319,0,1,0,1,0,0.075522573,0,0.218523878,0.743589744,1,1,1
LP002328,0,1,0,0,0,0.073543599,0,0.302460203,0.743589744,0,0,0
LP002332,0,1,0,0,0,0.026011132,0.04879161,0.146164978,0.743589744,1,0,1
LP002335,1,1,0,0,0,0.024724799,0.077687379,0.244573082,0.743589744,0,0.5,0
LP002337,1,0,0,1,0,0.035188621,0,0.073806078,0.743589744,1,1,1
LP002341,1,0,0.333333333,1,0,0.03030303,0,0.218523878,0.743589744,1,1,0
LP002342,0,1,0.666666667,1,1,0.017934447,0.47999616,0.332850941,0.743589744,1,1,0
LP002345,0,1,0,1,0,0.010822511,0.066551468,0.149059334,0.743589744,1,0,1
LP002347,0,1,0,1,0,0.038293135,0.034007728,0.186685962,0.743589744,1,0.5,1
LP002348,0,1,0,1,0,0.070241187,0,0.186685962,0.743589744,1,0,1
LP002357,1,0,0,0,0,0.03178726,0,0.102749638,0.743589744,0,1,0
LP002361,0,1,0,1,0,0.020655535,0.04125567,0.131693198,0.743589744,1,1,1
LP002362,0,1,0.333333333,1,0,0.087816945,0.04000768,0.146164978,0.743589744,0,1,0
LP002364,0,1,0,1,0,0.182189239,0,0.125904486,0.743589744,1,0.5,1
LP002366,0,1,0,1,0,0.031119357,0.103199174,0.162083936,0.743589744,1,0,1
LP002367,1,0,0.333333333,0,0,0.055114409,0,0.104196816,0.743589744,1,0,0
LP002368,0,1,0.666666667,1,0,0.071552257,0,0.179450072,0.743589744,1,0.5,1
LP002369,0,1,0,1,0,0.034260977,0.000386877,0.112879884,0.743589744,1,0,1
LP002370,0,0,0,0,0,0.031750155,0,0.073806078,0.358974359,1,1,1
LP002377,1,0,0.333333333,1,1,0.104811379,0,0.204052098,0.743589744,1,0.5,1
LP002379,0,0,0,1,0,0.078540507,0,0.138929088,0.743589744,0,0,0
LP002386,0,0,0,1,0,0.157402597,0,0.573082489,0.743589744,1,0.5,1
LP002387,0,1,0,1,0,0.028138528,0.056159551,0.193921852,0.743589744,1,0.5,1
LP002390,0,0,0,1,0,0.044526902,0,0.131693198,0.743589744,1,1,1
LP002393,1,1,0,1,0,0.122411874,0,0.198859858,0.487179487,1,0.5,1
LP002398,0,0,0,1,0,0.021966605,0.044423645,0.059334298,0.743589744,1,0.5,1
LP002401,0,1,0,1,0,0.025516388,0.026999784,0.198859858,0.743589744,1,1,1
LP002403,0,0,0,1,1,0.126975881,0,0.257597685,0.743589744,0,1,0
LP002407,1,1,0,0,1,0.086481138,0,0.186685962,0.743589744,1,0,1
LP002408,0,0,0,1,0,0.043413729,0.121535028,0.257597685,0.743589744,1,0.5,1
LP002409,0,1,0,1,0,0.095868893,0.043991648,0.247467438,0.743589744,1,0,1
LP002418,0,0,1,0,0,0.056363636,0.047831617,0.201157742,0.743589744,1,0.5,1
LP002422,0,0,0.333333333,1,0,0.464675325,0,0.206946454,0.743589744,1,0.5,1
LP002424,0,1,0,1,0,0.088843537,0.1999904,0.240231548,0.615384615,1,0,1
LP002429,0,1,0.333333333,1,1,0.041014224,0.029039768,0.175108538,0.743589744,1,0,1
LP002434,0,1,0.666666667,0,0,0.055683364,0,0.146164978,0.743589744,1,0,1
LP002435,0,1,0,1,0,0.04191713,0.033023736,0.066570188,0.743589744,1,0,0
LP002443,0,1,0.666666667,1,0,0.039455782,0.041039672,0.204052098,0.743589744,0,0,0
LP002444,0,0,0.333333333,0,1,0.032393321,0.037007704,0.261939219,0.743589744,1,0.5,0
LP002446,0,1,0.666666667,0,0,0.026703772,0.030119759,0.167872648,0.743589744,0,0,0
LP002447,0,1,0.666666667,0,0,0.0223624,0.03494372,0.073806078,0.615384615,1,1,1
LP002448,0,1,0,1,0,0.046975881,0.041591667,0.20260492,0.743589744,0,0,0
LP002449,0,1,0,1,0,0.028855906,0.059183527,0.117221418,0.358974359,0,0,1
LP002453,0,0,0,1,1,0.085776129,0,0.10853835,0.743589744,1,0.5,1
LP002455,0,1,0.666666667,1,0,0.045875077,0,0.125904486,0.743589744,1,0.5,1
LP002459,0,1,0,1,0,0.051341991,0,0.157742402,0.743589744,1,1,1
LP002467,0,1,0,1,0,0.044007421,0.061655507,0.237337192,0.743589744,1,1,0
LP002472,0,0,0.666666667,1,0,0.051997526,0,0.183791606,0.743589744,1,0,1
LP002473,0,1,0,1,0,0.10122449,0,0.218523878,0.743589744,1,0.5,0
LP002478,0,1,0,1,1,0.023908472,0.097991216,0.218523878,0.743589744,1,0.5,1
LP002484,0,1,1,1,0,0.093877551,0,0.172214182,0.358974359,1,1,1
LP002487,0,1,0,1,0,0.035435993,0.05251158,0.208393632,0.743589744,1,0,1
LP002489,1,0,0.333333333,0,0,0.062350031,0,0.178002894,0.743589744,1,0.5,1
LP002493,0,0,0,1,0,0.049672233,0,0.128798842,0.743589744,0,0.5,0
LP002494,0,0,0,1,0,0.072356215,0,0.189580318,0.743589744,1,0,1
LP002500,0,1,1,0,0,0.034594929,0.039935681,0.088277858,0.358974359,0,1,0
LP002501,0,1,0,1,0,0.204601113,0,0.146164978,0.743589744,1,0.5,1
LP002502,1,1,0.666666667,0,0,0.000742115,0.07000744,0.128798842,0.743589744,1,0.5,1
LP002505,0,1,0,1,0,0.051737786,0.058823529,0.146164978,0.743589744,1,1,0
LP002515,0,1,0.333333333,1,1,0.040816327,0.049895601,0.221418234,0.743589744,1,0.5,1
LP002517,0,1,0.333333333,0,0,0.030958565,0.035999712,0.150506512,0.358974359,0,0,0
LP002519,0,1,1,1,0,0.056165739,0,0.131693198,0.743589744,1,0.5,1
LP002522,1,0,0,1,1,0.029066172,0,0.121562952,0.743589744,1,1,1
LP002524,0,0,0.666666667,1,0,0.066567718,0.111551108,0.221418234,0.743589744,1,0,1
LP002527,0,1,0.666666667,1,1,0.20253556,0.024335805,0.204052098,0.743589744,1,0,1
LP002529,0,1,0.666666667,1,0,0.081014224,0.041999664,0.319826339,0.615384615,1,0.5,1
LP002530,0,1,0.666666667,1,0,0.033679654,0.044927641,0.178002894,0.743589744,0,0.5,0
LP002531,0,1,0.333333333,1,1,0.204291899,0.053999568,0.111432706,0.743589744,1,0.5,1
LP002533,0,1,0.666666667,1,0,0.034594929,0.038471692,0.198859858,0.743589744,1,1,0
LP002534,1,0,0,0,0,0.051948052,0,0.20984081,0.743589744,1,0,1
LP002536,0,1,1,0,0,0.036425479,0,0.150506512,0.743589744,1,0,1
LP002537,0,1,0,1,0,0.023908472,0.075599395,0.172214182,0.743589744,1,0.5,1
LP002541,0,1,0,1,0,0.132133581,0,0.325615051,0.743589744,1,0.5,1
LP002543,0,1,0.666666667,1,0,0.101212121,0,0.342981187,0.743589744,1,0.5,1
LP002544,0,1,0.333333333,0,0,0.0223624,0.058463532,0.176555716,0.743589744,1,0,1
LP002545,0,0,0.666666667,1,0,0.042016079,0,0.102749638,0.743589744,0,0,0
LP002547,0,1,0.333333333,1,0,0.224897959,0,0.710564399,0.743589744,1,1,0
LP002555,0,1,0.666666667,1,1,0.054829932,0.0499916,0.218523878,0.743589744,1,0.5,1
LP002556,0,0,0,1,0,0.028262214,0,0.095513748,0.743589744,1,1,0
LP002560,0,0,0,0,0,0.03152752,0.066839465,0.125904486,0.743589744,1,0.5,1
LP002562,0,1,0.333333333,0,0,0.06410637,0.027143783,0.256150507,0.743589744,1,1,1
LP002571,0,0,0,0,0,0.043797155,0,0.146164978,0.743589744,1,0,1
LP002582,1,0,0,0,1,0.211663575,0,0.312590449,0.743589744,1,0.5,1
LP002585,0,1,0,1,0,0.042634508,0.051767586,0.15918958,0.743589744,0,0,0
LP002586,1,1,0.333333333,1,0,0.039282622,0.021911825,0.138929088,0.153846154,1,0.5,1
LP002587,0,1,0,0,0,0.03030303,0.040799674,0.141823444,0.743589744,1,0,1
LP002588,0,1,0,1,0,0.055349412,0.068567451,0.147612156,0,1,1,1
LP002600,0,1,0.333333333,1,1,0.033951763,0,0.124457308,0.743589744,1,0.5,1
LP002602,0,0,0,1,0,0.075856524,0.105983152,0.289435601,0.743589744,0,0,0
LP002603,1,0,0,1,0,0.006122449,0.088391293,0.150506512,1,1,0,1
LP002606,1,0,0,1,0,0.037217069,0,0.131693198,0.743589744,1,0.5,1
LP002615,0,1,0.666666667,1,0,0.058317873,0.13497492,0.287988423,0.743589744,1,0.5,1
LP002618,0,1,0.333333333,0,0,0.048237477,0.127246982,0.186685962,0.743589744,1,0,0
LP002619,0,1,0,0,0,0.045318491,0.035591715,0.16642547,0.615384615,1,0.5,1
LP002622,0,1,0.666666667,1,0,0.041558442,0.105983152,0.338639653,0.743589744,1,0,1
LP002624,0,1,0,1,0,0.255819419,0.16000672,0.681620839,0.743589744,1,1,1
LP002625,0,0,0,1,0,0.042461348,0,0.125904486,0.743589744,1,1,0
LP002626,0,1,0,1,1,0.028806432,0.072311422,0.259044863,0.743589744,1,1,1
LP002634,1,0,0.333333333,1,0,0.162176871,0,0.044862518,0.743589744,1,1,1
LP002637,0,0,0,0,0,0.042646877,0.030887753,0.131693198,0.743589744,1,0,0
LP002640,0,1,0.333333333,1,0,0.073160173,0.048095615,0.348769899,0.743589744,1,0.5,1
LP002643,0,1,0.666666667,1,0,0.038750773,0.048839609,0.201157742,0.743589744,1,1,1
LP002648,0,1,0,1,0,0.024489796,0.15998272,0.088277858,0.358974359,1,0.5,0
LP002652,0,0,0,1,0,0.070068027,0.087983296,0.437047757,0.743589744,1,0,0
LP002659,0,1,1,1,0,0.041014224,0.082271342,0.204052098,0.743589744,1,0,1
LP002670,1,1,0.666666667,1,0,0.023265306,0.039167687,0.150506512,1,1,0.5,1
LP002682,0,1,0,0,0,0.036165739,0.043199654,0.164978292,0.743589744,0,0.5,0
LP002683,0,0,0,1,0,0.05606679,0.045959632,0.254703329,0.743589744,1,0.5,0
LP002684,1,0,0,0,0,0.040197897,0,0.124457308,0.743589744,1,0,0
LP002689,0,1,0.666666667,0,0,0.025256648,0.041807666,0.052098408,0.743589744,1,0.5,1
LP002690,0,0,0,1,0,0.029066172,0,0.066570188,0.743589744,1,0.5,1
LP002692,0,1,1,1,1,0.068361163,0.034175727,0.131693198,0.743589744,1,0,1
LP002693,0,1,0.666666667,1,1,0.096450216,0.171982624,0.681620839,0.743589744,1,0,1
LP002697,0,0,0,1,0,0.056029685,0.050087599,0.198859858,0.743589744,1,0.5,0
LP002699,0,1,0.666666667,1,1,0.214594929,0,0.565846599,0.743589744,1,0,1
LP002705,0,1,0,1,0,0.044836116,0,0.146164978,0.743589744,1,0.5,1
LP002706,0,1,0.333333333,0,0,0.063512678,0.034319725,0.219971056,0.743589744,0,0.5,1
LP002714,0,0,0.333333333,0,0,0.031280148,0.03124775,0.12301013,0.743589744,1,0.5,1
LP002716,0,0,0,0,0,0.082040816,0,0.175108538,0.743589744,1,0.5,1
LP002717,0,1,0,1,0,0.010822511,0.131998944,0.299565847,0.743589744,1,0,1
LP002720,0,1,1,1,0,0.05109462,0,0.131693198,0.743589744,1,1,1
LP002723,0,0,0.666666667,1,0,0.042523191,0,0.146164978,0.743589744,0,0,0
LP002729,0,0,0.333333333,1,0,0.13729128,0,0.270622287,0.743589744,1,0.5,0
LP002731,1,0,0,0,1,0.222820037,0,0.167872648,0.743589744,1,1,1
LP002732,0,0,0,0,0,0.029684601,0.049007608,0.169319826,0.743589744,1,0,1
LP002734,0,1,0,1,0,0.074001237,0.09374325,0.455861071,0.743589744,1,1,1
LP002738,0,0,0.666666667,1,0,0.04288188,0,0.141823444,0.743589744,1,0.5,1
LP002739,0,1,0,0,0,0.034223871,0.012863897,0.082489146,0.743589744,1,0,0
LP002740,0,1,1,1,0,0.077513915,0,0.214182344,0.358974359,1,0,1
LP002741,1,1,0.333333333,1,0,0.055139147,0.068279454,0.189580318,0.358974359,1,0.5,1
LP002743,1,0,0,1,0,0.024588745,0,0.13024602,0.743589744,0,0.5,0
LP002753,1,0,0.333333333,1,0,0.04331478,0,0.124457308,0.743589744,1,0.5,1
LP002755,0,1,0.333333333,0,0,0.025837972,0.060575515,0.172214182,0.743589744,1,1,1
LP002757,1,1,0,0,0,0.03546073,0.015911873,0.134587554,0.743589744,1,0.5,1
LP002767,0,1,0,1,0,0.032380952,0.046799626,0.211287988,0.743589744,1,0,1
LP002768,0,0,0,0,0,0.039678417,0,0.102749638,0.051282051,1,0.5,0
LP002772,0,0,0,1,0,0.029387755,0.042791658,0.196816208,0.743589744,1,0,1
LP002776,1,0,0,1,0,0.059987631,0,0.136034732,0.743589744,0,0.5,0
LP002777,0,1,0,1,0,0.032591218,0.048383613,0.146164978,0.743589744,1,0,1
LP002778,0,1,0.666666667,1,1,0.080185529,0,0.198859858,0.743589744,0,0,0
LP002784,0,1,0.333333333,0,0,0.028967223,0.056999544,0.198859858,0.743589744,1,0,1
LP002785,0,1,0.333333333,1,0,0.039369202,0.077999376,0.215629522,0.743589744,1,1,1
LP002788,0,1,0,0,0,0.028497217,0.055991552,0.248914616,0.743589744,0,1,0
LP002789,0,1,0,1,0,0.042585034,0.102383181,0.178002894,0.358974359,0,0,0
LP002792,0,1,0.333333333,1,0,0.065776129,0.024767802,0.024602026,0.743589744,1,0.5,1
LP002794,1,0,0,1,0,0.031131725,0.038999688,0.10853835,0.743589744,1,1,1
LP002795,0,1,1,1,1,0.123549784,0,0.363241679,0.743589744,1,0.5,1
LP002798,0,1,0,1,0,0.046221398,0.064055488,0.221418234,0.743589744,1,0.5,1
LP002804,1,1,0,1,0,0.049845393,0.055343557,0.250361795,0.743589744,1,0.5,1
LP002807,0,1,0.666666667,0,0,0.043599258,0.005807954,0.143270622,0.743589744,1,0.5,1
LP002813,1,1,0.333333333,1,1,0.239134199,0,0.8552822,0.743589744,1,0.5,1
LP002820,0,1,0,1,0,0.071403834,0.049295606,0.292329957,0.743589744,1,0,1
LP002821,0,0,0,0,1,0.069882498,0,0.178002894,0.743589744,1,0.5,1
LP002832,0,1,0.666666667,1,0,0.106975881,0,0.360347323,0.743589744,0,1,0
LP002833,0,1,0,0,0,0.053395176,0,0.160636758,0.743589744,1,0,1
LP002836,0,0,0,1,0,0.039369202,0,0.088277858,0.743589744,1,1,1
LP002837,0,1,1,1,0,0.040197897,0.05999952,0.164978292,0.743589744,0,0,0
LP002840,1,0,0,1,0,0.027557205,0,0,0.743589744,1,1,0
LP002841,0,1,0,1,0,0.037303649,0.049535604,0.13748191,0.743589744,0,1,0
LP002842,0,1,0.333333333,1,0,0.040408163,0.041999664,0.256150507,0.743589744,1,1,1
LP002847,0,1,0,1,0,0.061422387,0.034823721,0.225759768,0.743589744,0,1,0
LP002855,0,1,0.666666667,1,0,0.20427953,0,0.384949349,0.743589744,1,1,1
LP002862,0,1,0.666666667,0,0,0.073902288,0.038999688,0.257597685,1,1,0.5,0
LP002863,0,1,1,1,0,0.07737786,0,0.204052098,0.743589744,1,0.5,0
LP002868,0,1,0.666666667,1,0,0.037217069,0.011063911,0.143270622,0.153846154,1,1,1
LP002872,0,1,0,1,0,0.036326531,0.053039576,0.183791606,0.743589744,0,0.5,0
LP002874,0,0,0,1,0,0.03808287,0.065735474,0.146164978,0.743589744,1,1,1
LP002877,0,1,0.333333333,1,0,0.020185529,0.053567571,0.141823444,0.743589744,1,0,1
LP002888,0,0,0,1,0,0.037501546,0.07000744,0.219971056,0.743589744,1,1,1
LP002892,0,1,0.666666667,1,0,0.07903525,0,0.283646889,0.743589744,1,0.5,1
LP002893,0,0,0,1,0,0.020853432,0.812081503,0.117221418,0.743589744,1,1,0
LP002894,1,1,0,1,0,0.037303649,0,0.039073806,0.743589744,1,0.5,1
LP002898,0,1,0.333333333,1,0,0.02139765,0,0.075253256,0.743589744,1,0,0
LP002911,0,1,0.333333333,1,0,0.032615955,0.046007632,0.198263386,0.743589744,0,0,0
LP002912,0,1,0.333333333,1,0,0.051119357,0.071999424,0.235890014,0.153846154,1,0,0
LP002916,0,1,0,1,0,0.026555349,0.036527708,0.13748191,0.743589744,1,1,1
LP002917,1,0,0,0,0,0.024922696,0,0.088277858,0.743589744,1,0.5,1
LP002925,0,0,0,1,0,0.056895485,0,0.12301013,0.743589744,1,0.5,1
LP002926,0,1,0.666666667,1,1,0.031861472,0,0.140376266,0.743589744,0,0.5,0
LP002928,0,1,0,1,0,0.035250464,0.081983344,0.068017366,0.358974359,1,0.5,1
LP002931,0,1,0.666666667,1,1,0.072356215,0,0.283646889,0.487179487,1,0.5,0
LP002933,0,0,1,1,1,0.113877551,0,0.409551375,0.743589744,1,0.5,1
LP002936,0,1,0,1,0,0.045875077,0.079199366,0.192474674,0.358974359,1,0,1
LP002938,0,1,0,1,1,0.197526283,0,0.363241679,0.743589744,1,1,1
LP002940,0,0,0,0,0,0.045553494,0,0.146164978,0.743589744,1,0,1
LP002941,0,1,0.666666667,0,1,0.077093383,0.023999808,0.257597685,0.743589744,1,0,0
LP002943,0,0,0,1,0,0.035089672,0,0.114327062,0.743589744,0,0.5,0
LP002945,0,1,0,1,1,0.121372913,0,0.247467438,0.743589744,1,0,1
LP002948,0,1,0.666666667,1,0,0.069635127,0,0.264833575,0.743589744,1,1,1
LP002949,1,0,1,1,0,0.003290043,1,0.493487699,0.358974359,1,1,0
LP002950,0,1,0,0,0,0.033939394,0.067007464,0.211287988,0.743589744,1,0,1
LP002953,0,1,1,1,0,0.068682746,0,0.172214182,0.743589744,1,1,1
LP002958,0,0,0,1,0,0.043611626,0.103223174,0.235890014,0.743589744,1,0,1
LP002959,1,1,0.333333333,1,0,0.146567718,0,0.704775687,0.743589744,1,0.5,1
LP002960,0,1,0,0,0,0.027829314,0.09119927,0.198859858,0.358974359,1,1,0
LP002961,0,1,0.333333333,1,0,0.040197897,0.05999952,0.237337192,0.743589744,1,0.5,1
LP002964,0,1,0.666666667,0,0,0.047458256,0.033863729,0.214182344,0.743589744,1,0,1
LP002974,0,1,0,1,0,0.038119975,0.046799626,0.143270622,0.743589744,1,0,1
LP002978,1,0,0,1,0,0.034013605,0,0.089725036,0.743589744,1,0,1
LP002979,0,1,1,1,0,0.048930118,0,0.044862518,0.358974359,1,0,1
LP002983,0,1,0.333333333,1,0,0.097983921,0.005759954,0.353111433,0.743589744,1,1,1
LP002984,0,1,0.666666667,1,0,0.091935683,0,0.257597685,0.743589744,1,1,1
